Movie,ProductionBudget,DomesticGross,WorldwideGross
Everybody Wants Some,10000000,3400278,5437126
Max Steel,10000000,3818664,4563080
The Man Who Knew Infinity,10000000,3877922,12382122
Denial,10000000,4073448,9263940
Sphinx,10000000,2000000,11400000
Jeff Who Lives at Home,10000000,4269426,4708127
Gotti,10000000,4286367,6601992
The Limey,10000000,3193102,6030047
Teacher's Pet: The Movie,10000000,6491969,6491969
Jay and Silent Bob Reboot,10000000,4589490,4710507
The Best of Enemies,10000000,10205616,10268749
MacGruber,10000000,8525600,8629895
Body Double,10000000,8801940,8801940
Can You Ever Forgive Me?,10000000,8803865,12517379
Movie 43,10000000,8840453,31164747
Sleepover,10000000,9408183,9424052
Very Bad Things,10000000,9949470,21094974
Le Violon rouge,10000000,10019109,10019109
The Spanish Prisoner,10000000,10162034,13835130
Drop Dead Gorgeous,10000000,10571408,10571408
Bad Words,10000000,7779614,7843145
The Beguiled,10000000,10576669,28039038
Office Space,10000000,10827813,12179708
The Legend of Drunken Master,10000000,11546543,11546543
Get Over It,10000000,11560259,19860259
End of the Spear,10000000,11748661,11924041
The Gift,10000000,12008642,44567606
Love Jones,10000000,12554569,12554569
The Matador,10000000,12589255,17300838
Dirty Pretty Things,10000000,8112414,14156753
While We're Young,10000000,7582065,17503828
Io sono lâamore,10000000,5005465,15121528
A Better Life,10000000,1759252,1884251
Black and White,10000000,5241315,5241315
Stan & Ollie,10000000,5470235,26293486
Rescue Dawn,10000000,5490423,7037886
Danny Collins,10000000,5637066,8465845
Heartbeeps,10000000,6000000,6000000
Run Fatboy Run,10000000,6003262,33512260
Deuces Wild,10000000,6044618,6244618
The Straight Story,10000000,6197866,6199066
A.X.L.,10000000,6501381,8259753
Over Her Dead Body,10000000,7570127,21596074
American History X,10000000,6719864,6719864
Dog Days,10000000,6809080,8196226
The Collection,10000000,6810754,8890094
Cedar Rapids,10000000,6861102,7862131
Shut In,10000000,6900335,11360665
Turistas,10000000,7027762,14321070
Seeking a Friend for the End of the World,10000000,7078738,11766959
Bones,10000000,7316658,8378853
Free Fire,10000000,1799322,3793739
The Brown Bunny,10000000,366301,630427
Spider,10000000,1641788,1641788
Strangerland,10000000,17472,161097
T-34,10000000,0,35950901
Barbecue,10000000,388,247565
The Oxford Murders,10000000,4803,17704131
Blonde Ambition,10000000,6422,1537479
Janky Promoters,10000000,9069,9069
Hross i oss,10000000,11894,11894
The Open Road,10000000,19716,19716
Gun Shy,10000000,1638202,1638202
An Alan Smithee Film: Burn Hollywood Burn,10000000,45779,45779
Alabama Moon,10000000,47305,47305
Elsa & Fred,10000000,67657,197901
Eulogy,10000000,70527,91201
Motherhood,10000000,93388,723388
The Good Guy,10000000,100688,106460
The Reef,10000000,0,15037867
White Noise 2: The Light,10000000,0,8243567
Jessabelle,10000000,0,6998359
American Heist,10000000,0,2341218
It's a Wonderful Afterlife,10000000,0,1642939
You Got Served: Beat The World,10000000,0,1230542
Fifty Dead Men Walking,10000000,0,997921
Plastic,10000000,0,575371
Message from the King,10000000,0,391845
Nurse 3D,10000000,0,379584
Jungle Shuffle,10000000,0,360898
Ethel & Ernest,10000000,0,200447
Adam Resurrected,10000000,0,90909
Mudbound,10000000,0,53559
The Devil's Tomb,10000000,0,0
Good Intentions,10000000,0,0
Partition,10000000,0,0
Blood Done Sign My Name,10000000,109383,109383
Police Academy 7: Mission to Moscow,10000000,126247,126247
Joheunnom nabbeunnom isanghannom,10000000,128486,42226657
Swept Away,10000000,598645,611032
Nicholas Nickleby,10000000,1562800,3311924
The Joneses,10000000,1475746,3541565
Krrish,10000000,1430721,32430721
Killer Joe,10000000,1291645,4659110
Churchill,10000000,1279681,7582196
Cecil B. Demented,10000000,1276984,1953882
50 to 1,10000000,1069454,1069454
Owning Mahowny,10000000,1011054,1147871
The Ten Commandments,10000000,952820,1051907
The Brothers Solomon,10000000,900926,900926
My Blueberry Nights,10000000,866778,22198996
Illuminata,10000000,836641,836641
Coriolanus,10000000,749641,2536707
Parkland,10000000,641439,1616353
War Inc.,10000000,580862,1299855
Edmond,10000000,131719,241719
Shaolin Soccer,10000000,488872,42776032
Poms,10000000,13631124,16463241
King of California,10000000,268461,1165102
Rien ne va plus,10000000,245359,5045359
La femme de chambre du Titanic,10000000,244465,244465
Imaginary Heroes,10000000,228524,290875
High Heels and Low Lifes,10000000,226792,2151098
World's Greatest Dad,10000000,221805,295750
Cinco de Mayo La Batalla,10000000,173472,173472
Welcome to the Rileys,10000000,152857,355919
Kicks,10000000,150191,150191
Free Style,10000000,141108,721108
High School,10000000,139034,248133
Severance,10000000,137221,5950002
Brahms: The Boy II,10000000,12611536,18976477
Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374
Hey Arnold! The Movie,10000000,13684949,13684949
Peteâs Dragon,10000000,36000000,36000000
Bill & Tedâs Excellent Adventure,10000000,40485039,40510111
Broken Flowers,10000000,13744960,40744960
Happy Gilmore,10000000,38623460,41004412
Jigsaw,10000000,38052832,104223315
Jeepers Creepers,10000000,37904175,58939035
St. Elmoâs Fire,10000000,37800000,37800000
Oliver!,10000000,37402877,37402877
Recess: School's Out,10000000,36696761,44451470
Mad Max Beyond Thunderdome,10000000,36230219,36230219
The Boy,10000000,35819556,68220952
Dogma,10000000,30651422,43948865
Commando,10000000,35073978,35077028
Everything Everything,10000000,34121140,61603136
Devil,10000000,33679655,63354114
Friday After Next,10000000,33253609,33526835
The Second Best Exotic Marigold Hotel,10000000,33078266,90384306
The Last Dragon,10000000,33000000,33000000
How to Be a Latin Lover,10000000,32149404,62556228
The Lawnmower Man,10000000,32100816,32100816
Nick and Norah's Infinite Playlist,10000000,31487293,33886017
Love Simon,10000000,40826341,65520633
Hereditary,10000000,44069456,81263489
The Best Exotic Marigold Hotel,10000000,46383639,134639780
Precious (Based on the Novel Push by Sapphire),10000000,47566524,68722848
Detention,10000000,0,0
Halloween,10000000,159347015,255397089
Good Will Hunting,10000000,138433435,225925989
The Grudge,10000000,110359362,187281115
Donât Breathe,10000000,89217875,158973685
Stripes,10000000,85300000,85300000
Saw III,10000000,80238724,163876815
The Purge: Election Year,10000000,79042440,118514727
Book Club,10000000,68566296,91328463
Bring it On,10000000,68353550,90453550
Insidious: The Last Key,10000000,67745330,172811971
She's All That,10000000,63465522,63465522
Saw IV,10000000,63300095,135759694
Madea's Family Reunion,10000000,63257940,63320521
White Noise,10000000,56094360,92094360
The Color of Money,10000000,52293000,52293000
Insidious Chapter 3,10000000,52218558,120453155
The Mighty Ducks,10000000,50752337,50752337
Lady Bird,10000000,48958273,78944998
Calendar Girls,10000000,31011616,93074616
The Longest Day,10000000,39100000,50100000
Slender Man,10000000,30564825,51945949
The Perfect Man,10000000,16535005,19535005
Reno 911!: Miami,10000000,20342161,21851362
Jane Austen's Mafia,10000000,19843795,30143795
Sugar Hill,10000000,18272447,18423914
Kit Kittredge: An American Girl,10000000,17657973,17657973
Invasion U.S.A.,10000000,17536256,17536256
Roll Bounce,10000000,17380866,17433072
The Good Liar,10000000,17156058,33216217
Rushmore,10000000,17105219,19080435
Tremors,10000000,16667084,16667084
Mo' Better Blues,10000000,16153000,16153000
Valentine,10000000,20384136,20384136
Kung Pow: Enter the Fist,10000000,16033556,17033556
The Birth of a Nation,10000000,15861566,16891011
Wrong Turn,10000000,15417771,28649556
The Long Riders,10000000,15198912,15198912
The Corruptor,10000000,15164492,15164492
The Goods: Live Hard Sell Hard,10000000,15122676,15297318
My Week with Marilyn,10000000,14597405,34240572
The Banger Sisters,10000000,30306281,38067218
Big Eyes,10000000,14482031,27317872
A Prairie Home Companion,10000000,20342852,26716191
Grizzly,10000000,0,0
The Dead Zone,10000000,20766000,20766000
The Forest,10000000,26594261,40749230
Road House,10000000,30050028,30050028
Teen Titans Go! To The Movies,10000000,29790236,51620593
When the Bough Breaks,10000000,29747603,30768449
Twilight Zone: The Movie,10000000,29500000,29500000
A Low Down Dirty Shame,10000000,29317886,29317886
One Direction: This is Us,10000000,28873374,68541786
Blair Witch,10000000,20777061,38985577
Employee of the Month,10000000,28444855,38364855
Sinister 2,10000000,27740955,54104225
Swimfan,10000000,28564995,34084228
The Fourth Kind,10000000,26218170,49486874
Mud,10000000,21590086,31556959
The Outsiders,10000000,25697647,25697647
The Grudge,10000000,21216148,49503265
Skyline,10000000,21416355,68264973
The Disaster Artist,10000000,21120616,28717667
Kevin Hart: What Now?,10000000,23591043,23591043
Sparkle,10000000,24397469,24660323
Can't Hardly Wait,10000000,25358996,25358996
Snatch,10000000,30093107,83593107
Dayereh,10000,673780,683509
Clean,10000,138711,138711
Cure,10000,94596,94596
On the Downlow,10000,1987,1987
Bang,10000,527,527
The Rise and Fall of Miss Thang,10000,401,401
Family Motocross,10000,0,0
Buried,1987650,1044143,21270290
The Marine 4,1950000,0,0
ABCD (Any Body Can Dance),1900000,222098,10137234
Chacun sa nuit,1900000,18435,139317
Taxi Driver,1900000,28262574,28316725
River's Edge,1900000,4600000,4600000
Man on Wire,1900000,2962242,5617067
Nowhere Boy,1900000,1445366,7785229
Northfork,1900000,1420578,1445140
Brotherly Love,1900000,478595,478595
Submarine,1900000,467602,4581937
Stranded,1900000,0,285593
The Square,1900000,406216,740932
Vaalu,1900000,0,12444
Hang 'em High,1800000,6800000,6800000
El crimen de padre Amaro,1800000,5719000,5849791
The Last Exorcism,1800000,41034350,70165900
Carrie,1800000,25878153,25884654
A Nightmare on Elm Street,1800000,25504513,25504513
Beasts of the Southern Wild,1800000,12795746,23265132
Dr. Strangelove,1800000,9164370,9233730
Battle for the Planet of the Apes,1800000,8800000,8800000
Beginnerâs Guide to Sex,1800000,0,0
Against the Wild,1800000,0,0
Independence Daysaster,1800000,0,0
Dysfunctional Friends,1800000,0,0
Sublime,1800000,0,0
Deadline,1800000,0,0
A Streetcar Named Desire,1800000,8000000,8006845
Travellers and Magicians,1800000,506793,1322161
POM Wonderful Presents: The Greatest Movie Ever…,1800000,638476,783733
Higher Ground,1800000,841056,842693
Songcatcher,1800000,3050934,3050934
Ed and his Dead Mother,1800000,673,673
The Assistant,1780000,1100310,1341064
I Spit on Your Grave,1750000,93051,1278471
Lola rennt,1750000,7267324,22879194
May,1750000,145540,634803
Living Dark: The Story of Ted the Caver,1750000,0,0
Happy Texas,1700000,2039192,2891228
Grace Unplugged,1700000,2507159,2507159
Yes,1700000,396035,661221
My Summer of Love,1700000,1000915,4727375
Saul fia,1700000,1777043,9696537
The Lunchbox,1700000,4231500,15517886
Conquest of the Planet of the Apes,1700000,9700000,9700000
La misma luna,1700000,12590147,23271741
In the Bedroom,1700000,35930604,42137871
Braid,1660000,0,80745
From Here to Eternity,1650000,30500000,30500000
You Can't Take It With You,1644000,4000000,4000000
Mississippi Mermaid,1600000,27795,2627795
Dil Jo Bhi Kahey...,1600000,129319,129319
Bubble,1600000,145382,145382
I Love Your Work,1600000,3264,3264
Sukkar banat,1600000,1060591,14253760
Two Night Stand,1600000,15600,868081
Out of the Dark,1600000,419428,419428
The Conversation,1600000,4420000,4420000
N-Secure,1600000,2595644,2595644
She Wore a Yellow Ribbon,1600000,5400000,5400000
Foolish,1600000,6026908,6026908
The Kingâs Thief,1577000,0,0
Modern Times,1500000,163245,212209
Forty Shades of Blue,1500000,75828,172569
Road Hard,1500000,113169,113169
Stolen Summer,1500000,119841,119841
The Square,1500000,124244,176262
The Salon,1500000,139084,139084
My Name is Bruce,1500000,173066,173066
The Disappearance of Alice Creed,1500000,166980,1605139
Pontypool,1500000,3865,31916
Hatchet,1500000,175281,240396
Amigo,1500000,184705,184705
I Want Someone To Eat Cheese With,1500000,194568,194568
Session 9,1500000,378176,1619602
Trucker,1500000,52429,52429
MOOZ-lum,1500000,362239,372239
Me You and Five Bucks,1500000,2105,2105
Housebound,1500000,0,236863
Teefa in Trouble,1500000,0,98806
Wal-Mart: The High Cost of Low Price,1500000,0,58692
Closer to the Moon,1500000,0,5396
Fetching Cody,1500000,0,0
The Lion of Judah,1500000,0,0
Once Upon a Time in Queens,1500000,0,0
Girlhouse,1500000,0,0
Mutant World,1500000,0,0
#Horror,1500000,0,0
The Believer,1500000,406035,1840248
Checkmate,1500000,0,0
Snow Angels,1500000,402858,414404
The To Do List,1500000,3491669,4128828
Killing Zoe,1500000,418953,418953
Run the Race,1500000,6424420,6424420
Insidious,1500000,54009150,99870886
Moonlight,1500000,27854931,65157139
Cabin Fever,1500000,21158188,30351664
Waitress,1500000,19097550,22217183
Kickboxer,1500000,14533681,14533681
Bloodsport,1500000,11806119,11806119
Mr. Smith Goes To Washington,1500000,9000000,9000000
Unsane,1500000,7690044,14296709
Kids,1500000,7412216,20412216
The Squid and the Whale,1500000,7372734,11191423
Unsullied,1500000,510957,510957
Spellbound,1500000,7000000,7000000
Kissing Jessica Stein,1500000,7025722,9345061
Dawn of the Dead,1500000,5100000,55000000
Blood Simple,1500000,1690913,2730877
The Ballad of Jack and Rose,1500000,712294,1126258
31,1500000,779820,922727
Exotica,1500000,5046118,5046118
Nueve Reinas,1500000,1222889,12412889
The Lords of Salem,1500000,1165881,1541131
Iâm Not Ashamed,1500000,2082980,2082980
Repo Man,1500000,2300000,2300000
Buffalo '66,1500000,2380606,2380606
The Gatekeepers,1500000,2408553,2592308
Snow White and the Seven Dwarfs,1488000,184925486,184925486
Shalako,1455000,2620000,2620000
Kurmanjan datka,1400000,0,0
La chambre bleue,1400000,260441,1945420
House at the End of the Drive,1400000,0,0
My Girlfriend's Boyfriend,1400000,0,0
Eddie: The Sleepwalking Cannibal,1400000,1632,1632
Incident at Loch Ness,1400000,36830,56073
Werk ohne Autor,1400000,1303747,5179176
The Holy Girl,1400000,304124,1261792
El abrazo de la serpiente,1400000,1329249,4787818
Mustang,1400000,845464,5552584
A Plague So Pleasant,1400,0,0
Batman - The Movie,1377800,0,0
Lock Stock and Two Smoking Barrels,1350000,3897569,28356188
The Ballad of Gregorio Cortez,1305000,909000,909000
Def-Con 4,1300000,210904,210904
The Algerian,1300000,0,0
The 41-Year-Old Virgin Who Knocked Up Sarah Mar…,1300000,0,0
Forget Me Not,1300000,0,13465
The Possession of Michael King,1300000,0,2736371
Simon,1300000,4055,1738663
Los insolitos peces gato,1300000,11278,54665
The Hebrew Hammer,1300000,77755,90213
Neal n' Nikki,1300000,100358,329621
The Basket,1300000,609042,609042
Above and Beyond,1300000,288751,288751
Journey from the Fall,1300000,635305,635305
The Girlfriend Experience,1300000,695840,1005840
Trees Lounge,1300000,749741,749741
Festen,1300000,1647780,1649338
San Francisco,1300000,2868000,5273000
Rebecca,1288000,6000000,6002370
Dear White People,1250000,4404154,5403771
Bodom,1250000,0,726460
How Green Was My Valley,1250000,0,0
Da Sweet Blood of Jesus,1250000,0,0
Niagara,1250000,2500000,2500000
Filly Brown,1250000,2850357,2940411
Friday the 13th Part 2,1250000,21722776,21722776
The Lost Weekend,1250000,11000000,11000000
C.H.U.D.,1250000,4700000,4700000
The Charge of the Light Brigade,1200000,0,0
But I'm a Cheerleader,1200000,2205627,2509344
Certifiably Jonathan,1200000,7826,7826
Blood Feast,1200000,8708,8708
Pink Ribbons Inc.,1200000,26608,26608
Down & Out with the Dolls,1200000,58936,58936
Q,1200000,255000,255000
Que Horas Ela Volta?,1200000,376976,3249041
Blue Like Jazz,1200000,595018,595018
The Blue Bird,1200000,887000,887000
